0.109067542,25.43486045
0.115675667,26.74853541
0.123983322,28.31812458
0.13288762,30.22477453
0.142431411,32.13536148
0.152660624,34.02135052
0.163624483,35.60955195
0.176485016,37.76652279
0.189159908,39.8051029
0.202745091,41.93481204
0.217305942,43.92248556
0.232912533,45.65570682
0.249639965,47.6037098
0.267568736,49.67133338
0.286785125,51.58351698
0.307381607,53.50143932
0.329457298,55.32051303
0.353118432,57.2123766
0.378478873,59.13646424
0.405660663,60.87315674
0.43479461,62.78935186
0.469019449,64.75752255
0.499489843,66.24758266
0.539061152,68.18903544
0.575829743,69.79672064
0.618269482,71.28639998
0.659191624,72.62107739
0.706533788,73.8615832
0.753297986,75.17370068
0.811662433,76.59506517
0.869954823,77.82565843
0.932433686,79.07890216
1.002915013,80.2707597
1.080619429,81.40727246
1.148105294,82.27068216
1.230560512,83.29871142
1.31893754,84.20950927
1.413661675,85.03113709
1.515188757,85.82820446
1.624007363,86.59997788
1.74064116,87.37475724
1.865651423,88.23964629
1.999639738,88.90778333
2.143250894,89.53001156
2.282737496,90.10805257
2.477729087,90.69330783
2.660342395,91.25155761
2.856414649,91.79574769
3.050827018,92.22182501
3.269932883,92.74034854
3.504774606,93.20646641
3.756482313,93.61453564
4.034789105,94.03277739
4.330607073,94.42442966
4.625355449,94.77386255
4.957541608,95.07766002
5.313584884,95.38653343
5.695198658,95.67431441
6.104219368,95.95809299
6.542615337,96.18192768
7.012496254,96.43033009
7.502939348,96.6648931
8.055920134,96.86148336
8.634484353,97.11398178
9.254600196,97.33491789
9.919251838,97.447
10.705,97.65
10.85369268,97.66
